league,gameId,date,homeId,awayId,homeAbbr,awayAbbr
nbl,3799258e-58ad-11f1-9453-39f5f9ac4ced,2027-02-07,bbae77db-317d-4c17-aa04-75d53d20ad15,0602b1bc-8dfb-488c-ac11-7895de1a7556,NZL,TAS
nbl,379c3809-58ad-11f1-a3c5-0919017f2391,2027-02-06,3bdb8ad6-7cf0-464d-b62c-eaca9145d06e,39fc4268-0cdf-455f-9ca1-12e344064000,SEM,SYD
nbl,37bd67c8-58ad-11f1-9904-6d6fb61b331b,2027-02-06,f8185bc5-2674-4293-a2a7-aeb8c7549b30,3164912c-7e74-463b-8fc3-5f7d45edfcc6,BRI,ADL
nbl,379a322b-58ad-11f1-9321-87e414b8c2d5,2027-02-05,bc5327d5-322e-4796-b103-4c3b63869edb,6bf2a6e3-2626-491d-962b-48805205c06e,PER,CNS
nbl,3796b045-58ad-11f1-ad75-2572c13c410b,2027-02-05,0602b1bc-8dfb-488c-ac11-7895de1a7556,41c8f340-4d0a-4d68-a3c7-1b31f643f803,TAS,MEL
nbl,379682fb-58ad-11f1-bbe4-a9a6cbaba447,2027-02-04,105249a3-251d-4a9d-94f4-f57b8e0854b3,f8185bc5-2674-4293-a2a7-aeb8c7549b30,ILL,BRI
nbl,379afd67-58ad-11f1-bee5-37c9e1eacb09,2027-02-04,bbae77db-317d-4c17-aa04-75d53d20ad15,3bdb8ad6-7cf0-464d-b62c-eaca9145d06e,NZL,SEM
nbl,37931e61-58ad-11f1-982d-a93048d70593,2027-01-31,0602b1bc-8dfb-488c-ac11-7895de1a7556,f8185bc5-2674-4293-a2a7-aeb8c7549b30,TAS,BRI
nbl,3794848c-58ad-11f1-8498-35ee37a73882,2027-01-31,6bf2a6e3-2626-491d-962b-48805205c06e,3bdb8ad6-7cf0-464d-b62c-eaca9145d06e,CNS,SEM
nbl,37927ea9-58ad-11f1-816a-db7d6019155e,2027-01-30,3164912c-7e74-463b-8fc3-5f7d45edfcc6,39fc4268-0cdf-455f-9ca1-12e344064000,ADL,SYD
nbl,37912f47-58ad-11f1-a905-9b50298fb358,2027-01-30,105249a3-251d-4a9d-94f4-f57b8e0854b3,bc5327d5-322e-4796-b103-4c3b63869edb,ILL,PER
nbl,379304e6-58ad-11f1-a000-6d6f61141df2,2027-01-29,bbae77db-317d-4c17-aa04-75d53d20ad15,41c8f340-4d0a-4d68-a3c7-1b31f643f803,NZL,MEL
nbl,37b7122e-58ad-11f1-9780-077ff55f3c82,2027-01-28,bc5327d5-322e-4796-b103-4c3b63869edb,3164912c-7e74-463b-8fc3-5f7d45edfcc6,PER,ADL
nbl,37947616-58ad-11f1-a290-8da1c4ae1ac0,2027-01-28,f8185bc5-2674-4293-a2a7-aeb8c7549b30,3bdb8ad6-7cf0-464d-b62c-eaca9145d06e,BRI,SEM
nbl,378d7045-58ad-11f1-be6f-59142d8bd7d5,2027-01-27,6bf2a6e3-2626-491d-962b-48805205c06e,39fc4268-0cdf-455f-9ca1-12e344064000,CNS,SYD
nbl,37882039-58ad-11f1-b46f-4bbabfa2dd4f,2027-01-27,0602b1bc-8dfb-488c-ac11-7895de1a7556,105249a3-251d-4a9d-94f4-f57b8e0854b3,TAS,ILL
nbl,37b5f457-58ad-11f1-bb17-2d4587dc1484,2027-01-25,39fc4268-0cdf-455f-9ca1-12e344064000,f8185bc5-2674-4293-a2a7-aeb8c7549b30,SYD,BRI
nbl,3787b813-58ad-11f1-a901-7da015763581,2027-01-24,3bdb8ad6-7cf0-464d-b62c-eaca9145d06e,bc5327d5-322e-4796-b103-4c3b63869edb,SEM,PER
nbl,378b3988-58ad-11f1-a999-cb5b62df0525,2027-01-24,bbae77db-317d-4c17-aa04-75d53d20ad15,6bf2a6e3-2626-491d-962b-48805205c06e,NZL,CNS
nbl,3794465d-58ad-11f1-a534-cb26a6dd9fe9,2027-01-23,f8185bc5-2674-4293-a2a7-aeb8c7549b30,41c8f340-4d0a-4d68-a3c7-1b31f643f803,BRI,MEL
nbl,378a267b-58ad-11f1-b1d5-67a8251482c3,2027-01-23,3164912c-7e74-463b-8fc3-5f7d45edfcc6,105249a3-251d-4a9d-94f4-f57b8e0854b3,ADL,ILL
nbl,37b72cf1-58ad-11f1-9c01-6775645a7b9a,2027-01-22,bc5327d5-322e-4796-b103-4c3b63869edb,39fc4268-0cdf-455f-9ca1-12e344064000,PER,SYD
nbl,378ad286-58ad-11f1-b7d9-03625b994063,2027-01-22,0602b1bc-8dfb-488c-ac11-7895de1a7556,6bf2a6e3-2626-491d-962b-48805205c06e,TAS,CNS
nbl,37b85f23-58ad-11f1-9eb0-2bbb920071b5,2027-01-21,3bdb8ad6-7cf0-464d-b62c-eaca9145d06e,3164912c-7e74-463b-8fc3-5f7d45edfcc6,SEM,ADL
nbl,3788eca5-58ad-11f1-a7af-754512109772,2027-01-20,105249a3-251d-4a9d-94f4-f57b8e0854b3,bbae77db-317d-4c17-aa04-75d53d20ad15,ILL,NZL
nbl,37b09e5c-58ad-11f1-8cc2-3f7e445158a4,2027-01-20,41c8f340-4d0a-4d68-a3c7-1b31f643f803,0602b1bc-8dfb-488c-ac11-7895de1a7556,MEL,TAS
nbl,3786d8e9-58ad-11f1-9a23-c5dc2cf09b1f,2027-01-17,f8185bc5-2674-4293-a2a7-aeb8c7549b30,105249a3-251d-4a9d-94f4-f57b8e0854b3,BRI,ILL
nbl,37abe4a4-58ad-11f1-9473-fb9d3a8baf78,2027-01-16,0602b1bc-8dfb-488c-ac11-7895de1a7556,3164912c-7e74-463b-8fc3-5f7d45edfcc6,TAS,ADL
nbl,37b32cce-58ad-11f1-8d47-bd240d5ec994,2027-01-15,bc5327d5-322e-4796-b103-4c3b63869edb,bbae77db-317d-4c17-aa04-75d53d20ad15,PER,NZL
nbl,378cef96-58ad-11f1-a398-d95637fbed2b,2027-01-14,39fc4268-0cdf-455f-9ca1-12e344064000,3bdb8ad6-7cf0-464d-b62c-eaca9145d06e,SYD,SEM
nbl,37a7ea49-58ad-11f1-903e-c9ba3efad88d,2027-01-13,41c8f340-4d0a-4d68-a3c7-1b31f643f803,6bf2a6e3-2626-491d-962b-48805205c06e,MEL,CNS
nbl,3784d7da-58ad-11f1-88d9-53622f199a68,2027-01-10,39fc4268-0cdf-455f-9ca1-12e344064000,41c8f340-4d0a-4d68-a3c7-1b31f643f803,SYD,MEL
nbl,37876f5f-58ad-11f1-b7ed-b5c487635207,2027-01-10,3bdb8ad6-7cf0-464d-b62c-eaca9145d06e,bbae77db-317d-4c17-aa04-75d53d20ad15,SEM,NZL
nbl,3784706a-58ad-11f1-962d-09df0c3978fa,2027-01-09,3164912c-7e74-463b-8fc3-5f7d45edfcc6,bc5327d5-322e-4796-b103-4c3b63869edb,ADL,PER
nbl,37811115-58ad-11f1-8a48-93b9302663c0,2027-01-09,6bf2a6e3-2626-491d-962b-48805205c06e,0602b1bc-8dfb-488c-ac11-7895de1a7556,CNS,TAS
nbl,377f12e2-58ad-11f1-a03f-e94b8c35b649,2027-01-08,f8185bc5-2674-4293-a2a7-aeb8c7549b30,39fc4268-0cdf-455f-9ca1-12e344064000,BRI,SYD
nbl,37810606-58ad-11f1-9339-69207a436dad,2027-01-08,bbae77db-317d-4c17-aa04-75d53d20ad15,105249a3-251d-4a9d-94f4-f57b8e0854b3,NZL,ILL
nbl,377cd763-58ad-11f1-8114-69c2b72ae0a9,2027-01-07,41c8f340-4d0a-4d68-a3c7-1b31f643f803,3164912c-7e74-463b-8fc3-5f7d45edfcc6,MEL,ADL
nbl,377ea044-58ad-11f1-bd17-43a6b5595d3e,2027-01-06,105249a3-251d-4a9d-94f4-f57b8e0854b3,bc5327d5-322e-4796-b103-4c3b63869edb,ILL,PER
nbl,377af928-58ad-11f1-af79-ad562dad26a0,2027-01-06,3bdb8ad6-7cf0-464d-b62c-eaca9145d06e,0602b1bc-8dfb-488c-ac11-7895de1a7556,SEM,TAS
nbl,3778a221-58ad-11f1-93c2-61e38b2284ba,2027-01-04,39fc4268-0cdf-455f-9ca1-12e344064000,0602b1bc-8dfb-488c-ac11-7895de1a7556,SYD,TAS
nbl,377c8615-58ad-11f1-9f3b-1fa229f84a5e,2027-01-03,f8185bc5-2674-4293-a2a7-aeb8c7549b30,41c8f340-4d0a-4d68-a3c7-1b31f643f803,BRI,MEL
nbl,377a706f-58ad-11f1-9081-95101c4b3f9d,2027-01-03,bbae77db-317d-4c17-aa04-75d53d20ad15,bc5327d5-322e-4796-b103-4c3b63869edb,NZL,PER
